funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted January 12.,,208480,No ratings yet,True,1
,Posted January 11.,,302510,No ratings yet,True,1
,Posted January 11.,,403190,No ratings yet,True,2
,Posted January 11.,,298110,No ratings yet,True,1
,Posted January 11.,,220240,No ratings yet,True,1
,Posted January 11.,,225540,No ratings yet,True,0
,Posted January 11.,,311560,No ratings yet,True,1
,Posted January 11.,,33230,No ratings yet,True,2
,Posted January 11.,,48190,No ratings yet,True,2
,Posted January 11.,,242050,No ratings yet,True,2
