funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 14, 2014.",,268750,2 of 3 people (67%) found this review helpful,True,2
,"Posted August 31, 2014.",,319510,1 of 2 people (50%) found this review helpful,True,1
,"Posted June 8, 2014.",,247730,1 of 3 people (33%) found this review helpful,True,2
,"Posted December 8, 2013.",,218620,1 of 3 people (33%) found this review helpful,True,2
,"Posted November 26, 2014.",,330830,0 of 1 people (0%) found this review helpful,True,2
,"Posted August 8, 2014.",,293780,0 of 1 people (0%) found this review helpful,True,2
,"Posted July 4, 2014.",,221910,0 of 1 people (0%) found this review helpful,True,2
,"Posted September 20, 2014.",,306830,9 of 21 people (43%) found this review helpful,False,0
3 people found this review funny,"Posted February 27, 2015.",,351890,3 of 12 people (25%) found this review helpful,True,2
,"Posted December 29, 2015.",,386880,No ratings yet,True,0
