funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 7, 2015.","Last edited June 7, 2015.",346110,1 of 1 people (100%) found this review helpful,True,2
,"Posted September 20, 2014.",,17080,1 of 1 people (100%) found this review helpful,False,1
,"Posted September 20, 2014.",,218230,1 of 1 people (100%) found this review helpful,True,2
,"Posted January 24, 2014.",,220,1 of 2 people (50%) found this review helpful,True,0
,"Posted January 24, 2014.",,33930,0 of 1 people (0%) found this review helpful,True,0
,"Posted January 24, 2014.",,4000,0 of 1 people (0%) found this review helpful,True,2
,"Posted October 5, 2015.",,730,No ratings yet,True,2
,"Posted September 20, 2014.",,204300,No ratings yet,True,2
,"Posted September 20, 2014.",,440,No ratings yet,True,2
,"Posted September 20, 2014.",,91600,No ratings yet,True,2
