funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted May 29, 2015.",,208090,12 of 18 people (67%) found this review helpful,False,0
,Posted February 12.,,32440,3 of 3 people (100%) found this review helpful,True,2
,"Posted October 6, 2014.",,204880,2 of 2 people (100%) found this review helpful,True,1
3 people found this review funny,"Posted January 10, 2015.",,220,10 of 35 people (29%) found this review helpful,False,2
,"Posted May 14, 2015.",,221640,No ratings yet,True,0
,"Posted February 20, 2015.",,440,No ratings yet,True,0
,"Posted January 15, 2015.",,72850,No ratings yet,True,1
,"Posted October 15, 2014.","Last edited October 28, 2015.",301520,No ratings yet,True,1
,"Posted December 14, 2013.",,105600,No ratings yet,True,2
,"Posted November 26, 2013.",,620,No ratings yet,True,2
