funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted June 3.,,304930,2 of 5 people (40%) found this review helpful,False,0
,Posted June 13.,,730,No ratings yet,True,2
,"Posted October 9, 2015.",,4000,No ratings yet,True,0
,"Posted January 5, 2014.","Last edited September 29, 2015.",221260,No ratings yet,True,1
,"Posted November 4, 2013.","Last edited September 29, 2015.",250500,No ratings yet,True,1
,"Posted September 30, 2013.","Last edited September 29, 2015.",400,No ratings yet,True,2
,"Posted September 21, 2013.","Last edited September 29, 2015.",239820,No ratings yet,True,0
,"Posted July 30, 2013.","Last edited September 29, 2015.",620,No ratings yet,True,2
,"Posted April 11, 2013.","Last edited September 29, 2015.",440,No ratings yet,True,2
,"Posted April 9, 2013.","Last edited December 15, 2015.",224540,No ratings yet,False,1
