funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted November 14, 2015.",,322330,1 of 1 people (100%) found this review helpful,True,2
,"Posted September 2, 2015.",,230410,1 of 1 people (100%) found this review helpful,True,0
,Posted April 17.,,385770,2 of 3 people (67%) found this review helpful,True,1
6 people found this review funny,Posted May 14.,,427730,12 of 23 people (52%) found this review helpful,True,1
,Posted June 26.,,252950,0 of 1 people (0%) found this review helpful,True,1
,Posted April 3.,,312990,0 of 1 people (0%) found this review helpful,True,1
,"Posted October 10, 2015.",,359050,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,Posted August 7.,,311210,No ratings yet,True,1
1 person found this review funny,Posted April 30.,Last edited May 10.,369200,No ratings yet,True,1
,Posted April 12.,,304930,No ratings yet,True,1
