funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 21, 2014.","Last edited December 21, 2014.",214490,9 of 12 people (75%) found this review helpful,True,2
1 person found this review funny,"Posted January 18, 2015.",,269730,5 of 7 people (71%) found this review helpful,True,2
,"Posted September 2, 2014.",,293780,1 of 1 people (100%) found this review helpful,True,1
,Posted August 2.,,219990,1 of 2 people (50%) found this review helpful,True,2
,"Posted April 25, 2014.",,61220,2 of 5 people (40%) found this review helpful,False,2
1 person found this review funny,"Posted April 19, 2014.",,232430,2 of 5 people (40%) found this review helpful,False,1
,"Posted January 16, 2015.",,215670,No ratings yet,False,0
,"Posted June 12, 2014.",,222900,No ratings yet,False,1
,"Posted September 25, 2013.","Last edited January 22, 2015.",211420,No ratings yet,True,2
,"Posted June 2, 2012.",,570,No ratings yet,True,2
