funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted April 14, 2014.",,272350,20 of 26 people (77%) found this review helpful,True,2
,"Posted August 20, 2014.",,227700,1 of 2 people (50%) found this review helpful,True,2
1 person found this review funny,"Posted January 5, 2014.",Last edited January 18.,218620,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 27, 2013.",,550,1 of 2 people (50%) found this review helpful,True,1
,"Posted October 14, 2013.",,440,1 of 2 people (50%) found this review helpful,True,2
,"Posted August 13, 2014.",,207230,No ratings yet,True,1
,"Posted April 2, 2014.",,570,No ratings yet,True,2
,"Posted February 23, 2014.",,39120,No ratings yet,True,2
,"Posted February 1, 2014.",,221100,No ratings yet,True,2
,"Posted January 9, 2014.",,31220,No ratings yet,True,2
