funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted April 26, 2014.","Last edited October 21, 2015.",24240,0 of 2 people (0%) found this review helpful,True,1
,"Posted February 19, 2014.","Last edited February 19, 2014.",221910,0 of 2 people (0%) found this review helpful,True,2
,"Posted June 19, 2015.",,373180,0 of 3 people (0%) found this review helpful,True,1
,"Posted February 28, 2015.",,204300,0 of 3 people (0%) found this review helpful,True,1
,"Posted April 25, 2015.","Last edited April 25, 2015.",297130,12 of 33 people (36%) found this review helpful,True,1
,Posted September 9.,Last edited September 9.,474750,No ratings yet,True,1
,Posted May 7.,,70400,No ratings yet,True,1
,Posted May 7.,,252410,No ratings yet,True,1
,Posted February 27.,,262550,No ratings yet,True,1
,Posted February 13.,,244890,No ratings yet,True,1
