funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 22, 2014.",,286160,1 of 1 people (100%) found this review helpful,True,1
,"Posted August 21, 2014.",,257710,0 of 1 people (0%) found this review helpful,True,2
,"Posted April 5, 2015.",,285900,No ratings yet,True,1
,"Posted January 28, 2015.","Last edited February 21, 2015.",313120,No ratings yet,True,0
,"Posted December 30, 2014.",,219740,No ratings yet,True,1
,"Posted September 29, 2014.",,219890,No ratings yet,True,2
,"Posted September 27, 2014.",,206190,No ratings yet,True,2
,"Posted August 2, 2014.",Last edited June 17.,304930,No ratings yet,True,1
,"Posted June 30, 2014.",,204360,No ratings yet,True,1
,"Posted June 27, 2014.",,250340,No ratings yet,False,0
