funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 14, 2013.",,70000,0 of 2 people (0%) found this review helpful,False,1
,"Posted March 27, 2015.",,212480,No ratings yet,True,1
,"Posted March 24, 2015.",,29800,No ratings yet,True,1
,"Posted January 27, 2015.",,311480,No ratings yet,True,1
,"Posted January 12, 2015.","Last edited January 12, 2015.",259530,No ratings yet,True,2
,"Posted January 3, 2015.",,212800,No ratings yet,True,0
,"Posted December 16, 2014.",,97000,No ratings yet,True,2
,"Posted January 18, 2014.",,261820,No ratings yet,True,2
,"Posted December 11, 2013.",,4000,No ratings yet,True,2
,"Posted June 25, 2013.","Last edited February 9, 2014.",208090,No ratings yet,True,0
