funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
4 people found this review funny,"Posted December 15, 2015.",,313120,5 of 8 people (63%) found this review helpful,True,1
,"Posted September 15, 2014.",,265550,2 of 3 people (67%) found this review helpful,True,2
1 person found this review funny,"Posted May 31, 2015.",,227940,1 of 3 people (33%) found this review helpful,True,1
1 person found this review funny,Posted March 10.,,271590,No ratings yet,True,1
1 person found this review funny,"Posted October 3, 2014.",,304930,No ratings yet,True,2
,"Posted April 17, 2014.",,221100,No ratings yet,True,2
,"Posted September 5, 2013.",,218620,No ratings yet,True,2
,"Posted July 7, 2013.",,440,No ratings yet,True,2
,"Posted May 14, 2013.",,55230,No ratings yet,True,1
,"Posted July 3, 2012.",,570,No ratings yet,True,0
