funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted September 1.,,275850,17 of 21 people (81%) found this review helpful,False,0
1 person found this review funny,Posted June 16.,Last edited September 15.,292030,2 of 2 people (100%) found this review helpful,True,1
,"Posted June 11, 2014.",,570,1 of 1 people (100%) found this review helpful,True,0
,"Posted August 20, 2014.",,313340,3 of 5 people (60%) found this review helpful,True,0
1 person found this review funny,Posted July 19.,,431240,1 of 8 people (13%) found this review helpful,False,0
,Posted March 13.,,437220,No ratings yet,True,1
,"Posted September 13, 2015.",,391720,No ratings yet,True,1
,"Posted May 16, 2015.",,264710,No ratings yet,True,0
,"Posted October 15, 2014.",,214490,No ratings yet,True,1
,"Posted June 11, 2014.",,242760,No ratings yet,True,1
