funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
70 people found this review funny,"Posted February 17, 2015.",,3320,48 of 52 people (92%) found this review helpful,True,1
,"Posted June 23, 2014.","Last edited February 17, 2015.",232810,3 of 6 people (50%) found this review helpful,False,0
,"Posted December 26, 2013.",,221640,1 of 3 people (33%) found this review helpful,False,1
,"Posted February 17, 2015.",,220200,0 of 1 people (0%) found this review helpful,True,2
,"Posted December 26, 2013.",,212680,0 of 1 people (0%) found this review helpful,True,2
,"Posted December 26, 2013.",,2700,0 of 1 people (0%) found this review helpful,True,1
,"Posted February 17, 2015.",,240,No ratings yet,True,1
,"Posted February 17, 2015.",,41070,No ratings yet,True,1
,"Posted December 26, 2013.",,4000,No ratings yet,True,0
,"Posted December 26, 2013.",,105600,No ratings yet,True,1
