funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 16, 2014.",,261820,1 of 2 people (50%) found this review helpful,True,2
,"Posted March 12, 2014.",,271290,No ratings yet,True,2
,"Posted February 7, 2014.",,223710,No ratings yet,True,0
,"Posted January 31, 2014.",,221100,No ratings yet,True,2
,"Posted December 2, 2013.",,300,No ratings yet,True,2
,"Posted November 22, 2013.",,231430,No ratings yet,True,2
,"Posted November 22, 2013.",,4000,No ratings yet,True,2
,"Posted August 9, 2013.",,33930,No ratings yet,True,2
,"Posted December 3, 2012.",,207610,No ratings yet,True,2
,"Posted August 14, 2012.",,550,No ratings yet,True,2
