funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 16, 2013.","Last edited April 1, 2014.",248710,0 of 4 people (0%) found this review helpful,False,0
,"Posted July 10, 2013.",,43160,0 of 4 people (0%) found this review helpful,True,2
,"Posted June 4, 2013.",,224820,0 of 4 people (0%) found this review helpful,True,1
,"Posted December 19, 2012.",,219740,0 of 4 people (0%) found this review helpful,True,1
5 people found this review funny,"Posted March 4, 2015.",,3370,2 of 9 people (22%) found this review helpful,True,2
,"Posted May 4, 2014.","Last edited December 3, 2014.",236430,2 of 9 people (22%) found this review helpful,True,0
2 people found this review funny,"Posted August 31, 2013.","Last edited September 9, 2015.",570,0 of 5 people (0%) found this review helpful,True,1
,"Posted July 26, 2014.",,261030,1 of 8 people (13%) found this review helpful,False,1
,"Posted February 11, 2015.",,236370,0 of 9 people (0%) found this review helpful,True,2
,"Posted October 1, 2014.",,271944,3 of 21 people (14%) found this review helpful,True,1
