funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
3 people found this review funny,"Posted January 31, 2015.",,246620,8 of 11 people (73%) found this review helpful,True,2
,"Posted April 29, 2015.","Last edited April 29, 2015.",252490,3 of 3 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted January 31, 2015.","Last edited September 17, 2015.",570,2 of 3 people (67%) found this review helpful,True,2
,"Posted January 31, 2015.",,220200,1 of 2 people (50%) found this review helpful,True,1
1 person found this review funny,"Posted October 21, 2014.","Last edited March 13, 2015.",440,1 of 2 people (50%) found this review helpful,True,2
1 person found this review funny,"Posted October 21, 2014.",,261030,1 of 3 people (33%) found this review helpful,True,2
,"Posted October 31, 2014.",,301520,0 of 1 people (0%) found this review helpful,True,1
,"Posted October 21, 2014.",,233720,2 of 10 people (20%) found this review helpful,False,1
,"Posted October 21, 2014.",,263760,2 of 21 people (10%) found this review helpful,False,1
,"Posted March 16, 2015.",,313120,No ratings yet,True,1
