funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 30, 2014.",,10180,4 of 4 people (100%) found this review helpful,True,1
2 people found this review funny,"Posted January 19, 2015.",,226700,1 of 1 people (100%) found this review helpful,True,1
,"Posted July 8, 2014.",,550,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted May 3, 2015.",,232090,1 of 2 people (50%) found this review helpful,True,2
,"Posted January 19, 2015.",,295110,5 of 10 people (50%) found this review helpful,True,1
,Posted July 16.,,231430,0 of 1 people (0%) found this review helpful,True,1
,Posted January 3.,,12120,No ratings yet,True,1
,"Posted February 6, 2015.",,299030,No ratings yet,True,1
,"Posted December 26, 2014.",,242860,No ratings yet,True,1
,"Posted October 15, 2012.","Last edited December 12, 2014.",730,No ratings yet,True,0
