funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 21, 2011.",,34830,No ratings yet,True,0
,"Posted May 3, 2011.",,10680,No ratings yet,True,1
,"Posted March 22, 2011.",,10180,No ratings yet,True,0
,"Posted February 28, 2011.",,34350,No ratings yet,True,1
,"Posted February 28, 2011.",,34030,No ratings yet,True,1
,"Posted February 28, 2011.",,630,No ratings yet,True,1
,"Posted February 9, 2011.",,34670,No ratings yet,True,1
,"Posted January 17, 2011.",,4700,No ratings yet,True,2
,"Posted January 3, 2011.",,4760,No ratings yet,True,2
,"Posted December 28, 2010.",,10500,No ratings yet,True,0
