funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted September 12, 2015.",,346110,4 of 7 people (57%) found this review helpful,False,2
,"Posted March 27, 2015.",,244450,No ratings yet,True,2
,"Posted January 16, 2015.",,295110,No ratings yet,True,2
,"Posted November 7, 2014.",,227940,No ratings yet,True,2
,"Posted August 30, 2014.",,24860,No ratings yet,True,1
,"Posted August 19, 2014.",,251060,No ratings yet,True,1
,"Posted July 25, 2014.",,440,No ratings yet,True,2
,"Posted May 31, 2014.",,242760,No ratings yet,True,2
,"Posted February 26, 2013.",,35450,No ratings yet,True,2
,"Posted July 30, 2012.",,33930,No ratings yet,True,1
