funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted March 8, 2014.",,244210,1 of 1 people (100%) found this review helpful,True,2
,"Posted June 9, 2015.",,216260,1 of 2 people (50%) found this review helpful,True,2
,Posted June 27.,,431240,0 of 1 people (0%) found this review helpful,True,0
,"Posted July 20, 2014.",,247020,0 of 1 people (0%) found this review helpful,True,1
,"Posted February 22, 2014.",,208090,0 of 1 people (0%) found this review helpful,True,2
,"Posted August 13, 2015.",,365450,No ratings yet,True,1
,"Posted November 21, 2014.",,8190,No ratings yet,True,1
,"Posted May 21, 2014.",,65790,No ratings yet,False,1
,"Posted March 3, 2014.",,239820,No ratings yet,True,2
,"Posted February 23, 2014.",,227300,No ratings yet,True,0
