funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted February 25, 2014.",,240,11 of 34 people (32%) found this review helpful,False,1
1 person found this review funny,"Posted April 29, 2015.","Last edited April 29, 2015.",24960,0 of 11 people (0%) found this review helpful,False,1
7 people found this review funny,"Posted April 27, 2015.","Last edited April 29, 2015.",17710,0 of 16 people (0%) found this review helpful,False,2
13 people found this review funny,"Posted June 22, 2015.","Last edited June 23, 2015.",70600,5 of 28 people (18%) found this review helpful,False,1
8 people found this review funny,"Posted March 31, 2014.",,220,8 of 56 people (14%) found this review helpful,False,1
1 person found this review funny,"Posted February 7, 2013.","Last edited June 20, 2014.",22330,3 of 46 people (7%) found this review helpful,False,0
7 people found this review funny,"Posted July 10, 2015.","Last edited July 10, 2015.",6910,1 of 44 people (2%) found this review helpful,False,1
12 people found this review funny,Posted April 30.,,39680,2 of 67 people (3%) found this review helpful,False,0
1 person found this review funny,"Posted June 17, 2014.","Last edited June 17, 2014.",295810,36 of 408 people (9%) found this review helpful,True,1
,"Posted May 8, 2015.",,307290,No ratings yet,True,1
