funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted April 12.,,220,4 of 4 people (100%) found this review helpful,True,1
,"Posted October 31, 2015.",Last edited February 26.,10,1 of 1 people (100%) found this review helpful,True,2
,"Posted May 16, 2015.",Last edited April 12.,218230,0 of 1 people (0%) found this review helpful,True,2
,"Posted May 16, 2015.",Last edited April 12.,33930,0 of 1 people (0%) found this review helpful,True,2
,Posted April 12.,,259080,No ratings yet,True,2
,Posted April 12.,,333930,No ratings yet,True,2
,Posted April 12.,,230410,No ratings yet,True,2
,"Posted May 16, 2015.",Last edited February 26.,240,No ratings yet,True,2
1 person found this review funny,"Posted May 16, 2015.","Last edited October 31, 2015.",440,No ratings yet,True,1
,"Posted May 16, 2015.","Last edited October 29, 2015.",730,No ratings yet,True,1
