funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 15, 2012.",,8980,No ratings yet,True,1
,"Posted June 17, 2012.",,31270,No ratings yet,True,1
,"Posted June 17, 2012.",,113200,No ratings yet,True,1
,"Posted January 28, 2012.",,8190,No ratings yet,True,1
,"Posted January 28, 2012.",,43000,No ratings yet,True,1
,"Posted December 27, 2011.","Last edited February 9, 2014.",18700,No ratings yet,False,1
,"Posted December 20, 2011.",,98800,No ratings yet,True,1
,"Posted December 20, 2011.",,107100,No ratings yet,True,2
,"Posted December 28, 2010.",,630,No ratings yet,True,1
,"Posted December 28, 2010.",,57300,No ratings yet,True,2
