funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 4, 2015.",,205350,5 of 11 people (45%) found this review helpful,False,1
,"Posted June 19, 2015.",,330840,1 of 3 people (33%) found this review helpful,True,1
1 person found this review funny,"Posted January 28, 2015.",,218230,No ratings yet,False,0
,"Posted January 21, 2015.",,19000,No ratings yet,True,1
,"Posted December 23, 2014.",,242050,No ratings yet,True,2
,"Posted October 29, 2014.",,218620,No ratings yet,False,2
1 person found this review funny,"Posted September 30, 2014.",,323500,No ratings yet,True,2
,"Posted August 10, 2014.",,12210,No ratings yet,True,0
,"Posted July 23, 2014.",,50650,No ratings yet,True,1
,"Posted January 20, 2014.",,206420,No ratings yet,True,2
