funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 9, 2015.",,313340,1 of 2 people (50%) found this review helpful,True,0
,"Posted May 28, 2015.",,6060,1 of 2 people (50%) found this review helpful,True,1
,"Posted August 21, 2014.",,244710,1 of 2 people (50%) found this review helpful,True,1
1 person found this review funny,"Posted November 10, 2015.",,377160,2 of 5 people (40%) found this review helpful,False,0
,"Posted May 28, 2015.",,218620,2 of 5 people (40%) found this review helpful,True,1
1 person found this review funny,"Posted November 30, 2015.",,32400,1 of 3 people (33%) found this review helpful,True,2
,"Posted March 4, 2015.",,65980,1 of 3 people (33%) found this review helpful,True,1
1 person found this review funny,"Posted May 28, 2015.",,304930,0 of 1 people (0%) found this review helpful,False,1
2 people found this review funny,Posted March 22.,,435870,8 of 49 people (16%) found this review helpful,False,1
,"Posted May 28, 2015.",,4000,No ratings yet,True,0
