funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 13, 2013.",,440,1 of 1 people (100%) found this review helpful,True,2
,"Posted August 8, 2013.",,226700,0 of 1 people (0%) found this review helpful,True,0
,"Posted July 25, 2013.",,238170,6 of 17 people (35%) found this review helpful,True,1
,"Posted December 31, 2013.",,12120,No ratings yet,True,2
,"Posted July 24, 2013.",,17500,No ratings yet,True,2
,"Posted July 24, 2013.",,240,No ratings yet,True,2
,"Posted July 22, 2013.",,4000,No ratings yet,True,1
,"Posted July 20, 2013.",,1840,No ratings yet,True,2
,"Posted July 14, 2013.",,207610,No ratings yet,True,2
,"Posted July 8, 2013.",,218680,No ratings yet,True,1
