funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 4, 2013.","Last edited July 13, 2014.",35450,No ratings yet,True,2
,"Posted December 4, 2013.","Last edited July 13, 2014.",224260,No ratings yet,True,1
,"Posted December 4, 2013.","Last edited July 13, 2014.",4920,No ratings yet,True,2
,"Posted December 4, 2013.","Last edited July 13, 2014.",550,No ratings yet,True,2
,"Posted December 4, 2013.",,1250,No ratings yet,True,2
,"Posted December 4, 2013.","Last edited July 13, 2014.",8190,No ratings yet,True,1
,"Posted December 4, 2013.",,226700,No ratings yet,False,0
,"Posted December 3, 2013.",,230410,No ratings yet,True,2
,"Posted December 2, 2013.",Last edited February 11.,72850,No ratings yet,True,2
,"Posted June 6, 2012.","Last edited July 13, 2014.",42920,No ratings yet,False,0
