funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted June 22, 2011.",,4000,1 of 1 people (100%) found this review helpful,True,1
,Posted April 20.,Last edited April 20.,374320,2 of 5 people (40%) found this review helpful,False,1
,"Posted April 17, 2014.",,221910,0 of 1 people (0%) found this review helpful,True,1
,"Posted December 31, 2013.",,233250,1 of 4 people (25%) found this review helpful,True,1
,"Posted April 20, 2014.",,271290,No ratings yet,False,1
,"Posted June 29, 2013.","Last edited December 19, 2013.",231430,No ratings yet,True,1
,"Posted September 28, 2012.",,4560,No ratings yet,True,1
,"Posted April 22, 2011.",,620,No ratings yet,True,2
,"Posted March 22, 2011.",,6950,No ratings yet,True,2
,"Posted December 12, 2010.",,13570,No ratings yet,True,2
