funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 5, 2015.","Last edited May 5, 2015.",34330,No ratings yet,True,1
,"Posted February 6, 2015.",,213330,No ratings yet,True,1
,"Posted December 31, 2014.","Last edited October 6, 2015.",440,No ratings yet,False,2
,"Posted June 25, 2014.",,261030,No ratings yet,True,1
,"Posted January 29, 2014.",,239820,No ratings yet,True,1
,"Posted August 29, 2013.",,49520,No ratings yet,True,2
,"Posted August 6, 2013.",,221260,No ratings yet,True,0
,"Posted July 23, 2013.",,240,No ratings yet,True,2
,"Posted October 29, 2012.",,6060,No ratings yet,True,1
,"Posted October 28, 2012.","Last edited September 27, 2014.",550,No ratings yet,True,1
