funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted February 28, 2015.",,247730,No ratings yet,False,1
,"Posted February 28, 2015.",,318220,No ratings yet,True,1
,"Posted February 22, 2015.",,1250,No ratings yet,True,1
,"Posted January 14, 2015.",,203140,No ratings yet,True,1
,"Posted December 29, 2014.",,239820,No ratings yet,True,2
,"Posted December 26, 2014.",,33440,No ratings yet,False,1
,"Posted December 26, 2014.",,252530,No ratings yet,True,1
,"Posted December 18, 2014.",,251570,No ratings yet,True,2
,"Posted December 29, 2013.","Last edited June 17, 2015.",242860,No ratings yet,False,2
,"Posted December 7, 2013.",,241540,No ratings yet,True,1
