funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted August 18, 2014.",,218620,3 of 4 people (75%) found this review helpful,True,1
,"Posted August 26, 2014.",,10680,1 of 1 people (100%) found this review helpful,True,1
,"Posted April 21, 2015.",,253710,1 of 3 people (33%) found this review helpful,True,2
,"Posted April 20, 2015.","Last edited April 21, 2015.",4000,0 of 1 people (0%) found this review helpful,False,1
,"Posted October 5, 2014.",,242760,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 6, 2014.",,211820,1 of 10 people (10%) found this review helpful,True,1
1 person found this review funny,"Posted February 26, 2015.",,345650,No ratings yet,True,2
,"Posted August 30, 2014.",,237110,No ratings yet,True,2
,"Posted May 28, 2014.",,220,No ratings yet,True,2
,"Posted March 5, 2014.",,420,No ratings yet,True,2
