funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 27, 2014.",,250900,11 of 12 people (92%) found this review helpful,True,1
,"Posted September 15, 2014.",,319510,3 of 3 people (100%) found this review helpful,True,0
,"Posted March 5, 2014.",,440,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 15, 2014.",,322330,No ratings yet,True,1
,"Posted September 18, 2014.",,550,No ratings yet,True,2
,"Posted May 2, 2014.",,620,No ratings yet,True,1
,"Posted April 16, 2014.",,219740,No ratings yet,True,1
,"Posted March 8, 2014.",,216250,No ratings yet,True,2
,"Posted February 18, 2014.",,224260,No ratings yet,True,2
,"Posted August 1, 2013.","Last edited June 21, 2014.",105600,No ratings yet,True,2
