funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted July 27, 2014.",,247000,3 of 6 people (50%) found this review helpful,False,1
,"Posted January 4, 2015.",,230700,0 of 1 people (0%) found this review helpful,True,2
1 person found this review funny,"Posted April 22, 2015.",,282800,1 of 5 people (20%) found this review helpful,False,0
,"Posted June 20, 2014.",,237870,1 of 5 people (20%) found this review helpful,False,1
,"Posted May 30, 2015.",,329490,No ratings yet,True,2
,"Posted April 22, 2015.",,240970,No ratings yet,True,1
,"Posted April 22, 2015.",,289130,No ratings yet,True,2
,"Posted April 22, 2015.",,239410,No ratings yet,False,1
,"Posted March 28, 2015.",,245170,No ratings yet,True,2
,"Posted June 24, 2014.",,212480,No ratings yet,True,2
