funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted December 10, 2015.",,362890,2 of 2 people (100%) found this review helpful,True,1
2 people found this review funny,Posted January 1.,,290340,3 of 4 people (75%) found this review helpful,True,1
2 people found this review funny,"Posted January 16, 2015.","Last edited December 10, 2015.",65980,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted December 11, 2015.","Last edited December 13, 2015.",353830,1 of 2 people (50%) found this review helpful,True,1
2 people found this review funny,"Posted October 29, 2015.",,271240,1 of 2 people (50%) found this review helpful,True,1
1 person found this review funny,"Posted February 27, 2014.",,246620,1 of 2 people (50%) found this review helpful,True,1
1 person found this review funny,Posted January 7.,,233250,4 of 9 people (44%) found this review helpful,True,1
,Posted September 2.,,398913,0 of 2 people (0%) found this review helpful,True,2
2 people found this review funny,Posted January 7.,,386070,6 of 28 people (21%) found this review helpful,True,1
,Posted March 2.,,99300,No ratings yet,True,2
