funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
502 people found this review funny,"Posted July 23, 2015.","Last edited July 23, 2015.",270550,514 of 625 people (82%) found this review helpful,True,1
2 people found this review funny,"Posted May 18, 2015.",,10500,13 of 17 people (76%) found this review helpful,True,2
,"Posted July 26, 2014.",,228400,3 of 4 people (75%) found this review helpful,True,1
1 person found this review funny,"Posted August 4, 2015.",,274940,2 of 3 people (67%) found this review helpful,True,2
1 person found this review funny,"Posted December 16, 2013.","Last edited June 11, 2015.",440,2 of 3 people (67%) found this review helpful,True,1
1 person found this review funny,"Posted March 9, 2015.",,325610,6 of 11 people (55%) found this review helpful,True,2
,"Posted April 29, 2014.",,231430,2 of 4 people (50%) found this review helpful,True,1
,"Posted May 31, 2014.",,236390,2 of 6 people (33%) found this review helpful,False,0
2 people found this review funny,"Posted September 30, 2015.",,259800,7 of 17 people (41%) found this review helpful,True,2
,"Posted July 6, 2015.",,298240,No ratings yet,True,2
