funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 27, 2015.",,246420,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 27, 2015.",,289130,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 27, 2015.",,234630,1 of 3 people (33%) found this review helpful,True,2
,Posted January 2.,,253030,No ratings yet,True,1
,"Posted December 27, 2015.",,249050,No ratings yet,True,2
,"Posted December 26, 2015.",,418340,No ratings yet,True,2
,"Posted December 22, 2015.",,223850,No ratings yet,True,2
,"Posted July 7, 2015.",,263020,No ratings yet,True,1
,"Posted June 30, 2015.",,287980,No ratings yet,True,1
,"Posted May 16, 2014.",,245550,No ratings yet,True,2
