funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 13, 2013.","Last edited November 25, 2013.",21780,82 of 85 people (96%) found this review helpful,True,2
,"Posted March 24, 2014.",,24840,79 of 85 people (93%) found this review helpful,True,2
,"Posted December 22, 2013.",,232910,63 of 77 people (82%) found this review helpful,True,2
,"Posted June 12, 2014.",,202310,10 of 15 people (67%) found this review helpful,True,1
,"Posted July 3, 2014.",,203160,2 of 2 people (100%) found this review helpful,True,2
,"Posted November 23, 2013.","Last edited November 25, 2013.",244850,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 2, 2013.",,10180,2 of 3 people (67%) found this review helpful,True,1
2 people found this review funny,Posted April 30.,,214950,6 of 11 people (55%) found this review helpful,True,2
1 person found this review funny,"Posted November 16, 2013.","Last edited November 25, 2013.",218620,3 of 7 people (43%) found this review helpful,True,1
,"Posted December 23, 2013.",,233840,1 of 4 people (25%) found this review helpful,True,1
