funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 26, 2014.",,105600,3 of 3 people (100%) found this review helpful,True,1
,"Posted September 24, 2014.",,49520,1 of 1 people (100%) found this review helpful,True,1
3 people found this review funny,Posted February 6.,Last edited February 6.,200510,0 of 1 people (0%) found this review helpful,True,1
1 person found this review funny,"Posted June 18, 2015.",,206190,0 of 1 people (0%) found this review helpful,True,1
,"Posted June 16, 2015.","Last edited December 20, 2015.",211820,0 of 1 people (0%) found this review helpful,True,1
,"Posted December 21, 2015.",,299360,No ratings yet,True,0
,"Posted July 17, 2014.",,304930,No ratings yet,True,2
,"Posted May 31, 2014.",,265930,No ratings yet,True,1
,"Posted May 31, 2014.",,222900,No ratings yet,True,2
,"Posted May 30, 2014.",,274190,No ratings yet,True,1
