funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 25.,,223470,No ratings yet,True,0
,"Posted July 17, 2012.",,42680,No ratings yet,True,2
,"Posted June 1, 2012.",,31280,No ratings yet,True,2
,"Posted May 9, 2012.",,620,No ratings yet,True,2
,"Posted May 9, 2012.",,72850,No ratings yet,True,2
,"Posted December 27, 2011.",,400,No ratings yet,True,0
,"Posted July 28, 2011.",,630,No ratings yet,True,0
,"Posted July 28, 2011.",,550,No ratings yet,True,0
,"Posted July 28, 2011.",,4000,No ratings yet,True,2
,"Posted June 6, 2011.",,440,No ratings yet,True,2
