funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 23, 2014.","Last edited November 19, 2014.",4000,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted January 29, 2015.",,346010,2 of 5 people (40%) found this review helpful,True,1
,"Posted March 2, 2014.",,218980,3 of 11 people (27%) found this review helpful,True,1
,"Posted February 15, 2015.",,227940,No ratings yet,True,1
,"Posted January 30, 2015.","Last edited January 30, 2015.",302830,No ratings yet,True,1
,"Posted July 12, 2014.","Last edited March 24, 2015.",304930,No ratings yet,True,1
,"Posted July 11, 2014.","Last edited February 11, 2015.",244850,No ratings yet,True,1
,"Posted June 28, 2014.",,220200,No ratings yet,True,1
,"Posted January 16, 2014.","Last edited November 28, 2014.",440,No ratings yet,True,2
,"Posted December 18, 2013.","Last edited January 16, 2014.",250340,No ratings yet,True,1
