funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted June 21, 2015.",,331670,No ratings yet,True,2
,"Posted May 27, 2015.","Last edited July 20, 2015.",440,No ratings yet,True,2
,"Posted October 28, 2014.",,209080,No ratings yet,True,1
,"Posted August 16, 2014.",,312990,No ratings yet,True,1
,"Posted May 15, 2014.",,50300,No ratings yet,True,2
,"Posted May 7, 2014.",,286100,No ratings yet,True,2
,"Posted April 27, 2014.",,202170,No ratings yet,True,2
,"Posted March 28, 2014.",,233130,No ratings yet,True,2
,"Posted March 21, 2014.","Last edited October 20, 2015.",218620,No ratings yet,False,1
,"Posted January 12, 2014.",,204450,No ratings yet,True,2
