funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
80 people found this review funny,"Posted December 25, 2015.",,251060,58 of 71 people (82%) found this review helpful,True,2
1 person found this review funny,"Posted October 25, 2014.",,24240,5 of 5 people (100%) found this review helpful,True,2
3 people found this review funny,"Posted June 26, 2015.","Last edited June 26, 2015.",374301,11 of 17 people (65%) found this review helpful,True,1
1 person found this review funny,"Posted October 25, 2014.",,207815,4 of 4 people (100%) found this review helpful,True,1
,Posted September 18.,,242860,1 of 1 people (100%) found this review helpful,True,0
,Posted January 20.,,239030,1 of 1 people (100%) found this review helpful,True,1
,"Posted August 8, 2014.",,263400,2 of 5 people (40%) found this review helpful,True,0
1 person found this review funny,"Posted June 22, 2015.","Last edited June 22, 2015.",366660,1 of 3 people (33%) found this review helpful,True,1
,"Posted November 13, 2015.",,416130,No ratings yet,True,2
1 person found this review funny,"Posted September 8, 2015.",,41700,No ratings yet,True,2
