funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
4 people found this review funny,"Posted September 1, 2015.",,287700,4 of 5 people (80%) found this review helpful,True,0
1 person found this review funny,Posted April 19.,,730,2 of 2 people (100%) found this review helpful,False,0
2 people found this review funny,Posted April 18.,Last edited April 23.,310950,2 of 3 people (67%) found this review helpful,True,1
,"Posted November 18, 2015.",,377160,No ratings yet,True,1
,"Posted August 8, 2015.",,221380,No ratings yet,True,1
,"Posted July 15, 2015.",,333950,No ratings yet,True,2
,"Posted June 12, 2015.",,222420,No ratings yet,False,1
,"Posted May 19, 2015.",,271590,No ratings yet,True,1
,"Posted May 11, 2015.","Last edited May 11, 2015.",298110,No ratings yet,True,1
,"Posted May 2, 2015.",,222440,No ratings yet,True,2
