funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted September 5, 2014.",,222880,3 of 3 people (100%) found this review helpful,True,2
,Posted March 2.,,322500,1 of 2 people (50%) found this review helpful,True,1
,"Posted February 3, 2014.",,233720,6 of 12 people (50%) found this review helpful,False,0
,"Posted February 10, 2015.",,236370,4 of 9 people (44%) found this review helpful,False,1
,"Posted August 23, 2014.","Last edited March 21, 2015.",250260,0 of 2 people (0%) found this review helpful,False,0
,"Posted January 29, 2015.",,264140,0 of 4 people (0%) found this review helpful,True,0
,"Posted December 18, 2014.",,225260,2 of 9 people (22%) found this review helpful,False,0
1 person found this review funny,"Posted January 28, 2015.",,313120,No ratings yet,True,1
,"Posted November 5, 2014.","Last edited November 5, 2014.",51100,No ratings yet,True,1
,"Posted March 6, 2014.","Last edited February 25, 2015.",35720,No ratings yet,True,2
