funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted April 1.,Last edited April 1.,35450,2 of 2 people (100%) found this review helpful,True,2
,"Posted February 3, 2014.",,253650,1 of 1 people (100%) found this review helpful,True,2
,"Posted December 28, 2014.","Last edited September 14, 2015.",307960,7 of 13 people (54%) found this review helpful,True,1
1 person found this review funny,Posted January 14.,Last edited January 14.,354290,8 of 16 people (50%) found this review helpful,True,1
,"Posted September 14, 2015.",Last edited April 1.,8930,1 of 2 people (50%) found this review helpful,True,2
1 person found this review funny,Posted January 23.,,227940,1 of 3 people (33%) found this review helpful,False,1
1 person found this review funny,Posted January 14.,,236390,0 of 2 people (0%) found this review helpful,True,2
,Posted January 14.,,550,No ratings yet,True,1
,"Posted September 14, 2015.",Last edited May 17.,105450,No ratings yet,True,2
,"Posted May 25, 2015.","Last edited June 23, 2015.",63380,No ratings yet,True,1
