funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 26, 2015.",,261510,10 of 10 people (100%) found this review helpful,True,1
,Posted February 20.,,257510,1 of 1 people (100%) found this review helpful,True,1
,"Posted November 11, 2015.","Last edited November 11, 2015.",377160,1 of 3 people (33%) found this review helpful,True,2
,"Posted May 27, 2014.",,243470,6 of 15 people (40%) found this review helpful,True,2
,Posted August 28.,,373390,No ratings yet,True,1
,Posted July 24.,,496920,No ratings yet,True,1
,"Posted November 26, 2015.",,17410,No ratings yet,True,2
1 person found this review funny,"Posted October 19, 2015.",,218230,No ratings yet,True,1
,"Posted July 14, 2015.",,570,No ratings yet,True,1
,"Posted January 11, 2014.",,43160,No ratings yet,True,1
