funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,"Posted December 23, 2015.",,313120,2 of 4 people (50%) found this review helpful,True,1
,"Posted November 11, 2015.",,113400,1 of 3 people (33%) found this review helpful,True,2
,"Posted November 7, 2015.",,311210,0 of 1 people (0%) found this review helpful,True,2
,Posted August 19.,,230410,No ratings yet,True,2
,Posted August 6.,,383980,No ratings yet,True,2
,Posted August 6.,,381210,No ratings yet,True,1
,"Posted December 11, 2015.",,39000,No ratings yet,True,1
,"Posted October 3, 2015.",,319510,No ratings yet,True,2
,"Posted September 7, 2015.",,369400,No ratings yet,False,1
,"Posted December 25, 2014.",,218620,No ratings yet,True,2
