funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
1 person found this review funny,Posted August 17.,,501760,5 of 5 people (100%) found this review helpful,False,0
,Posted July 30.,,431360,7 of 14 people (50%) found this review helpful,False,1
,"Posted April 15, 2014.",,238320,1 of 2 people (50%) found this review helpful,True,1
,"Posted May 31, 2014.",,6550,1 of 3 people (33%) found this review helpful,True,1
,"Posted November 20, 2015.",,401920,0 of 1 people (0%) found this review helpful,True,0
,"Posted January 6, 2014.",,55230,0 of 1 people (0%) found this review helpful,True,1
,"Posted December 20, 2013.",,45700,0 of 1 people (0%) found this review helpful,True,2
,"Posted December 16, 2013.",,206420,0 of 1 people (0%) found this review helpful,True,1
,"Posted January 14, 2014.",,237370,0 of 4 people (0%) found this review helpful,True,2
,Posted September 15.,,508590,No ratings yet,False,0
