funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted November 15, 2014.","Last edited November 15, 2014.",308420,11 of 12 people (92%) found this review helpful,True,2
,"Posted December 31, 2013.",,228300,2 of 2 people (100%) found this review helpful,True,2
,"Posted May 31, 2015.",,307780,No ratings yet,False,1
,"Posted October 9, 2013.",,207610,No ratings yet,True,1
,"Posted September 21, 2013.",,217140,No ratings yet,True,2
,"Posted July 26, 2013.",,203160,No ratings yet,True,1
,"Posted July 21, 2012.",,108710,No ratings yet,True,2
,"Posted November 25, 2011.",,41070,No ratings yet,True,1
,"Posted November 5, 2011.",,620,No ratings yet,True,2
,"Posted September 15, 2011.",,98400,No ratings yet,True,2
