funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted September 29, 2015.","Last edited September 30, 2015.",384150,39 of 51 people (76%) found this review helpful,False,1
3 people found this review funny,"Posted September 11, 2015.","Last edited September 11, 2015.",363270,31 of 40 people (78%) found this review helpful,True,2
,"Posted September 28, 2013.","Last edited October 4, 2015.",239450,33 of 54 people (61%) found this review helpful,False,1
6 people found this review funny,"Posted September 7, 2015.","Last edited September 30, 2015.",356070,26 of 49 people (53%) found this review helpful,True,1
,"Posted July 18, 2012.","Last edited May 24, 2014.",9860,3 of 4 people (75%) found this review helpful,True,1
,"Posted November 14, 2013.","Last edited November 25, 2013.",3483,7 of 14 people (50%) found this review helpful,True,1
,"Posted December 6, 2011.","Last edited September 28, 2015.",41070,2 of 4 people (50%) found this review helpful,True,2
,"Posted July 4, 2011.","Last edited November 25, 2013.",42700,1 of 2 people (50%) found this review helpful,True,2
,"Posted December 27, 2011.","Last edited November 25, 2013.",49600,2 of 5 people (40%) found this review helpful,True,2
,"Posted November 10, 2013.","Last edited May 24, 2014.",105400,3 of 9 people (33%) found this review helpful,False,1
