funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
9 people found this review funny,"Posted November 22, 2015.",,302830,14 of 20 people (70%) found this review helpful,False,1
8 people found this review funny,Posted June 4.,,245170,15 of 24 people (63%) found this review helpful,True,1
2 people found this review funny,Posted August 1.,,263300,5 of 7 people (71%) found this review helpful,True,2
,Posted March 23.,Last edited April 19.,282900,1 of 1 people (100%) found this review helpful,True,2
,Posted June 23.,,730,No ratings yet,True,1
,Posted January 11.,,304930,No ratings yet,True,2
,"Posted October 20, 2015.",Last edited June 6.,218620,No ratings yet,True,1
,"Posted July 2, 2015.",,326480,No ratings yet,True,0
,"Posted June 23, 2015.",,620,No ratings yet,True,2
,"Posted June 12, 2015.",,550,No ratings yet,True,2
