funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
5 people found this review funny,"Posted March 11, 2015.",,346120,24 of 29 people (83%) found this review helpful,True,2
3 people found this review funny,"Posted July 27, 2014.","Last edited May 4, 2015.",304930,2 of 3 people (67%) found this review helpful,True,1
,Posted April 17.,,250900,1 of 2 people (50%) found this review helpful,True,2
,"Posted August 30, 2015.",,388520,1 of 2 people (50%) found this review helpful,True,1
,"Posted July 6, 2015.",,243870,1 of 2 people (50%) found this review helpful,False,0
1 person found this review funny,"Posted June 27, 2015.",,362890,1 of 2 people (50%) found this review helpful,True,2
,"Posted June 30, 2014.","Last edited July 30, 2015.",4000,1 of 2 people (50%) found this review helpful,True,1
,"Posted June 24, 2015.",,274190,0 of 2 people (0%) found this review helpful,True,1
,Posted February 11.,,441600,2 of 7 people (29%) found this review helpful,True,2
,"Posted August 9, 2015.",,333930,No ratings yet,False,0
