funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted May 1, 2014.",,232050,1 of 1 people (100%) found this review helpful,True,1
,"Posted April 14, 2015.",,226860,1 of 2 people (50%) found this review helpful,True,1
,Posted August 20.,,281990,1 of 3 people (33%) found this review helpful,True,2
,"Posted October 31, 2015.",,235540,0 of 1 people (0%) found this review helpful,True,1
,"Posted April 18, 2015.",,203350,0 of 1 people (0%) found this review helpful,True,1
,"Posted November 29, 2014.",,211420,0 of 1 people (0%) found this review helpful,True,1
,Posted September 17.,,350970,No ratings yet,False,1
,"Posted November 14, 2015.",,397430,No ratings yet,True,1
,"Posted September 14, 2015.",,274270,No ratings yet,True,2
,"Posted May 18, 2015.",,242860,No ratings yet,True,2
