funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 6, 2014.",,730,1 of 1 people (100%) found this review helpful,True,1
,"Posted January 25, 2014.",,252490,1 of 2 people (50%) found this review helpful,True,1
,"Posted December 20, 2012.","Last edited January 6, 2014.",4000,0 of 1 people (0%) found this review helpful,True,1
,"Posted November 26, 2015.",,248570,No ratings yet,True,1
,"Posted July 11, 2015.",,304050,No ratings yet,True,1
,"Posted April 20, 2014.",,270550,No ratings yet,True,2
,"Posted November 24, 2013.",,207140,No ratings yet,True,1
,"Posted October 6, 2013.",,242860,No ratings yet,True,1
,"Posted September 29, 2013.",,10090,No ratings yet,True,2
,"Posted January 7, 2013.",,219640,No ratings yet,True,1
