funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted June 25.,,232090,8 of 13 people (62%) found this review helpful,False,1
,"Posted January 29, 2015.",,330840,0 of 1 people (0%) found this review helpful,False,1
,Posted August 15.,,275850,2 of 6 people (33%) found this review helpful,True,2
,Posted May 28.,,383870,0 of 3 people (0%) found this review helpful,False,0
,Posted April 9.,,311560,No ratings yet,True,1
,Posted April 6.,,242050,No ratings yet,True,1
,"Posted July 31, 2015.",,242760,No ratings yet,True,1
,"Posted October 30, 2013.",,207610,No ratings yet,True,1
,"Posted August 1, 2013.",,202170,No ratings yet,True,2
,"Posted July 31, 2013.",,220240,No ratings yet,True,1
