funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted February 27, 2015.",,211420,2 of 2 people (100%) found this review helpful,True,1
1 person found this review funny,Posted April 24.,,374320,1 of 2 people (50%) found this review helpful,True,1
3 people found this review funny,"Posted March 21, 2015.","Last edited April 5, 2015.",344760,3 of 7 people (43%) found this review helpful,True,1
,"Posted June 9, 2014.",,263440,2 of 6 people (33%) found this review helpful,True,2
1 person found this review funny,"Posted April 18, 2015.",,289130,1 of 4 people (25%) found this review helpful,True,1
,Posted March 2.,,330840,No ratings yet,True,1
,"Posted May 4, 2015.",,10090,No ratings yet,True,1
,"Posted July 13, 2014.",,304930,No ratings yet,True,2
,"Posted June 29, 2014.",,49520,No ratings yet,True,1
,"Posted June 8, 2012.",Last edited January 15.,72850,No ratings yet,True,0
