funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
124 people found this review funny,Posted January 16.,,48700,73 of 92 people (79%) found this review helpful,True,0
,"Posted July 13, 2014.",,304930,3 of 3 people (100%) found this review helpful,True,1
,"Posted February 23, 2014.",,211820,5 of 7 people (71%) found this review helpful,True,2
,"Posted December 19, 2013.",,233250,2 of 3 people (67%) found this review helpful,True,2
,"Posted April 26, 2014.",,209670,3 of 6 people (50%) found this review helpful,True,2
,"Posted November 28, 2013.",,214950,3 of 6 people (50%) found this review helpful,True,2
,"Posted December 17, 2013.",,227860,1 of 5 people (20%) found this review helpful,True,2
,"Posted December 12, 2013.",,70000,2 of 8 people (25%) found this review helpful,False,1
,"Posted December 10, 2013.",,231430,1 of 7 people (14%) found this review helpful,True,2
,"Posted April 24, 2014.",,35450,No ratings yet,True,1
