funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted December 21, 2014.",,8930,1 of 1 people (100%) found this review helpful,True,1
1 person found this review funny,Posted April 22.,,290080,3 of 5 people (60%) found this review helpful,True,1
,"Posted February 18, 2015.",,570,0 of 1 people (0%) found this review helpful,True,0
,"Posted January 18, 2014.",,221100,0 of 1 people (0%) found this review helpful,True,1
2 people found this review funny,Posted February 27.,Last edited February 27.,322500,1 of 4 people (25%) found this review helpful,True,0
,"Posted April 2, 2015.",Last edited February 25.,335300,1 of 6 people (17%) found this review helpful,True,1
1 person found this review funny,Posted March 6.,Last edited March 8.,437220,0 of 5 people (0%) found this review helpful,False,1
,Posted February 24.,,318600,No ratings yet,True,1
,"Posted April 3, 2015.","Last edited April 7, 2015.",295110,No ratings yet,True,2
,"Posted July 7, 2014.",,260230,No ratings yet,True,2
