funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
2 people found this review funny,"Posted April 6, 2015.","Last edited April 6, 2015.",35450,2 of 2 people (100%) found this review helpful,True,1
,"Posted March 6, 2014.",,15300,2 of 2 people (100%) found this review helpful,True,1
1 person found this review funny,"Posted November 24, 2015.","Last edited November 25, 2015.",242860,0 of 1 people (0%) found this review helpful,True,1
,"Posted September 8, 2015.",,227940,0 of 1 people (0%) found this review helpful,True,1
,"Posted April 8, 2015.",,25890,0 of 1 people (0%) found this review helpful,True,1
,"Posted November 18, 2015.",,311210,0 of 2 people (0%) found this review helpful,True,1
,"Posted September 6, 2015.",,221100,0 of 8 people (0%) found this review helpful,True,1
,"Posted April 7, 2015.",,570,No ratings yet,False,2
,"Posted April 4, 2015.",,233150,No ratings yet,True,2
,"Posted December 22, 2013.","Last edited December 22, 2013.",202970,No ratings yet,False,1
