funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 15.,,7670,2 of 2 people (100%) found this review helpful,True,1
,"Posted December 30, 2015.",,94590,2 of 2 people (100%) found this review helpful,True,2
,"Posted November 8, 2015.",,211400,2 of 2 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted November 13, 2015.",,620,1 of 1 people (100%) found this review helpful,True,2
1 person found this review funny,"Posted September 30, 2015.",,204360,1 of 1 people (100%) found this review helpful,True,1
,Posted February 13.,,286690,No ratings yet,True,1
,"Posted December 23, 2015.",,31270,No ratings yet,True,2
,"Posted December 2, 2015.",,31290,No ratings yet,True,0
,"Posted November 1, 2015.",,316790,No ratings yet,True,0
,"Posted February 28, 2014.",,108710,No ratings yet,True,1
