funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted January 2, 2014.",,220240,1 of 1 people (100%) found this review helpful,True,1
,"Posted January 31, 2015.",,211820,1 of 3 people (33%) found this review helpful,True,2
,Posted April 29.,,391540,No ratings yet,True,1
,"Posted June 18, 2015.",,205100,No ratings yet,True,2
,"Posted October 17, 2014.",,221910,No ratings yet,True,1
,"Posted August 28, 2014.",,12210,No ratings yet,True,1
,"Posted April 25, 2014.",,247020,No ratings yet,True,1
,"Posted April 25, 2014.",,39140,No ratings yet,True,2
,"Posted March 9, 2014.",,208090,No ratings yet,True,2
,"Posted December 22, 2013.",,218230,No ratings yet,True,2
