funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,"Posted October 26, 2014.",,4560,3 of 3 people (100%) found this review helpful,True,0
,"Posted January 25, 2014.","Last edited June 20, 2014.",207610,4 of 5 people (80%) found this review helpful,True,2
,Posted February 2.,,287450,1 of 1 people (100%) found this review helpful,True,1
,"Posted December 27, 2013.",,221640,1 of 1 people (100%) found this review helpful,True,1
,Posted March 5.,,219990,3 of 5 people (60%) found this review helpful,True,2
,"Posted December 28, 2015.",,423880,No ratings yet,True,1
,"Posted November 10, 2014.",,20900,No ratings yet,True,2
,"Posted October 20, 2014.","Last edited December 22, 2014.",312990,No ratings yet,True,2
,"Posted October 5, 2014.",,220440,No ratings yet,True,1
,"Posted December 10, 2013.","Last edited December 31, 2013.",238010,No ratings yet,True,2
