funny,posted,last_edited,item_id,helpful,recommend,sentiment_analysis
,Posted July 6.,,72850,1 of 2 people (50%) found this review helpful,True,1
,Posted May 8.,,454070,2 of 4 people (50%) found this review helpful,True,0
,"Posted July 12, 2015.",,301520,1 of 4 people (25%) found this review helpful,False,1
,Posted March 21.,,435060,0 of 2 people (0%) found this review helpful,False,0
,Posted April 30.,,332500,0 of 3 people (0%) found this review helpful,True,2
,Posted April 9.,,365670,No ratings yet,True,2
,"Posted October 9, 2015.",,302830,No ratings yet,False,1
,"Posted October 9, 2015.",,333930,No ratings yet,False,1
,"Posted December 15, 2014.",,17080,No ratings yet,True,1
,"Posted September 1, 2014.",,440,No ratings yet,True,2
